,Region,RegionName,StateName,CountyName,CityName,ForecastedDate,ForecastYoYPctChange
6446,Zip,19001,PA,Montgomery County,Abington Township,2022-02-28,6.9
6447,Zip,19002,PA,Montgomery County,Upper Dublin Township,2022-02-28,6.4
6448,Zip,19003,PA,Delaware County,Ardmore,2022-02-28,5.3
6449,Zip,19004,PA,Montgomery County,Lower Merion Township,2022-02-28,6.7
6450,Zip,19006,PA,Montgomery County,Lower Moreland Township,2022-02-28,6.8
6451,Zip,19007,PA,Bucks County,Bristol Township,2022-02-28,6.6
6452,Zip,19008,PA,Delaware County,Broomall,2022-02-28,6.0
6453,Zip,19009,PA,Montgomery County,Bryn Athyn,2022-02-28,6.9
6454,Zip,19010,PA,Delaware County,Bryn Mawr,2022-02-28,6.8
6455,Zip,19012,PA,Montgomery County,Cheltenham Township,2022-02-28,7.1
6456,Zip,19013,PA,Delaware County,Chester Township,2022-02-28,3.3
6457,Zip,19014,PA,Delaware County,Aston Township,2022-02-28,6.1
6458,Zip,19015,PA,Delaware County,Brookhaven,2022-02-28,7.0
6459,Zip,19017,PA,Delaware County,Glen Mills,2022-02-28,5.9
6460,Zip,19018,PA,Delaware County,Upper Darby Township,2022-02-28,7.3
6461,Zip,19020,PA,Bucks County,Bensalem Township,2022-02-28,4.9
6462,Zip,19021,PA,Bucks County,Croydon,2022-02-28,5.6
6463,Zip,19022,PA,Delaware County,Eddystone,2022-02-28,7.7
6464,Zip,19023,PA,Delaware County,Darby Township,2022-02-28,10.4
6465,Zip,19025,PA,Montgomery County,Upper Dublin Township,2022-02-28,6.2
6466,Zip,19026,PA,Delaware County,Drexel Hill,2022-02-28,7.3
6467,Zip,19027,PA,Montgomery County,Cheltenham Township,2022-02-28,7.0
6468,Zip,19028,PA,Delaware County,Edgmont Township,2022-02-28,5.9
6469,Zip,19029,PA,Delaware County,Tinicum Township,2022-02-28,8.1
6470,Zip,19030,PA,Bucks County,Fairless Hills,2022-02-28,5.4
6471,Zip,19031,PA,Montgomery County,Flourtown,2022-02-28,6.5
6472,Zip,19032,PA,Delaware County,Folcroft,2022-02-28,5.9
6473,Zip,19033,PA,Delaware County,Folsom,2022-02-28,7.4
6474,Zip,19034,PA,Montgomery County,Upper Dublin Township,2022-02-28,6.4
6475,Zip,19035,PA,Montgomery County,Lower Merion Township,2022-02-28,6.9
6476,Zip,19036,PA,Delaware County,Darby Township,2022-02-28,6.7
6477,Zip,19038,PA,Montgomery County,Abington Township,2022-02-28,6.9
6478,Zip,19039,PA,Delaware County,Glen Mills,2022-02-28,7.1
6479,Zip,19040,PA,Montgomery County,Upper Moreland Township,2022-02-28,6.5
6480,Zip,19041,PA,Montgomery County,Haverford Township,2022-02-28,6.3
6481,Zip,19043,PA,Delaware County,Ridley Township,2022-02-28,7.6
6482,Zip,19044,PA,Montgomery County,Horsham,2022-02-28,6.5
6483,Zip,19046,PA,Montgomery County,Abington Township,2022-02-28,6.6
6484,Zip,19047,PA,Bucks County,Middletown Township,2022-02-28,4.9
6485,Zip,19050,PA,Delaware County,Lansdowne,2022-02-28,6.5
6486,Zip,19052,PA,Delaware County,Middletown Township,2022-02-28,7.3
6487,Zip,19053,PA,Bucks County,Lower Southampton Township,2022-02-28,5.1
6488,Zip,19054,PA,Bucks County,Levittown,2022-02-28,5.4
6489,Zip,19055,PA,Bucks County,Levittown,2022-02-28,5.9
6490,Zip,19056,PA,Bucks County,Levittown,2022-02-28,5.4
6491,Zip,19057,PA,Bucks County,Levittown,2022-02-28,6.3
6492,Zip,19060,PA,Delaware County,Garnet Valley,2022-02-28,5.1
6493,Zip,19061,PA,Delaware County,Upper Chichester Township,2022-02-28,7.0
6494,Zip,19063,PA,Delaware County,Middletown Township,2022-02-28,5.8
6495,Zip,19064,PA,Delaware County,Springfield,2022-02-28,6.4
6496,Zip,19066,PA,Montgomery County,Lower Merion Township,2022-02-28,6.8
6497,Zip,19067,PA,Bucks County,Lower Makefield Township,2022-02-28,5.2
6498,Zip,19070,PA,Delaware County,Ridley Township,2022-02-28,6.9
6499,Zip,19072,PA,Montgomery County,Lower Merion Township,2022-02-28,6.6
6500,Zip,19073,PA,Delaware County,Newtown Township,2022-02-28,5.9
6501,Zip,19074,PA,Delaware County,Norwood,2022-02-28,7.0
6502,Zip,19075,PA,Montgomery County,Oreland,2022-02-28,6.7
6503,Zip,19076,PA,Delaware County,Prospect Park,2022-02-28,7.2
6504,Zip,19078,PA,Delaware County,Ridley Park,2022-02-28,6.9
6505,Zip,19079,PA,Delaware County,Sharon Hill,2022-02-28,7.1
6506,Zip,19081,PA,Delaware County,Swarthmore,2022-02-28,6.5
6507,Zip,19082,PA,Delaware County,Upper Darby Township,2022-02-28,6.7
6508,Zip,19083,PA,Delaware County,Havertown,2022-02-28,5.9
6509,Zip,19085,PA,Delaware County,Radnor Township,2022-02-28,7.1
6510,Zip,19086,PA,Delaware County,Nether Providence Township,2022-02-28,6.1
6511,Zip,19087,PA,Delaware County,Radnor Township,2022-02-28,5.7
6512,Zip,19090,PA,Montgomery County,Willow Grove,2022-02-28,6.6
6513,Zip,19094,PA,Delaware County,Woodlyn,2022-02-28,8.0
6514,Zip,19095,PA,Montgomery County,Abington Township,2022-02-28,6.0
6515,Zip,19096,PA,Montgomery County,Wynnewood,2022-02-28,6.5
6516,Zip,19102,PA,Philadelphia County,Philadelphia,2022-02-28,3.5
6517,Zip,19103,PA,Philadelphia County,Philadelphia,2022-02-28,4.4
6518,Zip,19104,PA,Philadelphia County,Philadelphia,2022-02-28,6.3
6519,Zip,19106,PA,Philadelphia County,Philadelphia,2022-02-28,4.4
6520,Zip,19107,PA,Philadelphia County,Philadelphia,2022-02-28,3.9
6521,Zip,19111,PA,Philadelphia County,Philadelphia,2022-02-28,6.8
6522,Zip,19114,PA,Philadelphia County,Philadelphia,2022-02-28,6.7
6523,Zip,19115,PA,Philadelphia County,Philadelphia,2022-02-28,5.7
6524,Zip,19116,PA,Philadelphia County,Philadelphia,2022-02-28,5.7
6525,Zip,19118,PA,Philadelphia County,Philadelphia,2022-02-28,5.6
6526,Zip,19119,PA,Philadelphia County,Philadelphia,2022-02-28,6.5
6527,Zip,19120,PA,Philadelphia County,Philadelphia,2022-02-28,8.8
6528,Zip,19121,PA,Philadelphia County,Philadelphia,2022-02-28,10.7
6529,Zip,19122,PA,Philadelphia County,Philadelphia,2022-02-28,6.0
6530,Zip,19123,PA,Philadelphia County,Philadelphia,2022-02-28,5.2
6531,Zip,19124,PA,Philadelphia County,Philadelphia,2022-02-28,7.7
6532,Zip,19125,PA,Philadelphia County,Philadelphia,2022-02-28,5.3
6533,Zip,19126,PA,Philadelphia County,Philadelphia,2022-02-28,6.2
6534,Zip,19127,PA,Philadelphia County,Philadelphia,2022-02-28,7.2
6535,Zip,19128,PA,Philadelphia County,Philadelphia,2022-02-28,6.8
6536,Zip,19129,PA,Philadelphia County,Philadelphia,2022-02-28,6.2
6537,Zip,19130,PA,Philadelphia County,Philadelphia,2022-02-28,5.1
6538,Zip,19131,PA,Philadelphia County,Philadelphia,2022-02-28,9.6
6539,Zip,19132,PA,Philadelphia County,Philadelphia,2022-02-28,13.5
6540,Zip,19133,PA,Philadelphia County,Philadelphia,2022-02-28,2.2
6541,Zip,19134,PA,Philadelphia County,Philadelphia,2022-02-28,7.8
6542,Zip,19135,PA,Philadelphia County,Philadelphia,2022-02-28,7.2
6543,Zip,19136,PA,Philadelphia County,Philadelphia,2022-02-28,6.5
6544,Zip,19137,PA,Philadelphia County,Philadelphia,2022-02-28,6.2
6545,Zip,19138,PA,Philadelphia County,Philadelphia,2022-02-28,6.8
6546,Zip,19139,PA,Philadelphia County,Philadelphia,2022-02-28,12.8
6547,Zip,19140,PA,Philadelphia County,Philadelphia,2022-02-28,11.5
6548,Zip,19141,PA,Philadelphia County,Philadelphia,2022-02-28,8.0
6549,Zip,19142,PA,Philadelphia County,Philadelphia,2022-02-28,8.7
6550,Zip,19143,PA,Philadelphia County,Philadelphia,2022-02-28,10.3
6551,Zip,19144,PA,Philadelphia County,Philadelphia,2022-02-28,9.8
6552,Zip,19145,PA,Philadelphia County,Philadelphia,2022-02-28,4.4
6553,Zip,19146,PA,Philadelphia County,Philadelphia,2022-02-28,5.1
6554,Zip,19147,PA,Philadelphia County,Philadelphia,2022-02-28,4.8
6555,Zip,19148,PA,Philadelphia County,Philadelphia,2022-02-28,4.4
6556,Zip,19149,PA,Philadelphia County,Philadelphia,2022-02-28,6.4
6557,Zip,19150,PA,Philadelphia County,Philadelphia,2022-02-28,5.7
6558,Zip,19151,PA,Philadelphia County,Philadelphia,2022-02-28,6.4
6559,Zip,19152,PA,Philadelphia County,Philadelphia,2022-02-28,6.3
6560,Zip,19153,PA,Philadelphia County,Philadelphia,2022-02-28,7.7
6561,Zip,19154,PA,Philadelphia County,Philadelphia,2022-02-28,5.8
6562,Zip,19301,PA,Chester County,Paoli,2022-02-28,5.1
6563,Zip,19310,PA,Chester County,Atglen,2022-02-28,5.5
6564,Zip,19311,PA,Chester County,Avondale,2022-02-28,5.7
6565,Zip,19312,PA,Chester County,Easttown Township,2022-02-28,5.3
6566,Zip,19317,PA,Delaware County,Chadds Ford Township,2022-02-28,5.7
6567,Zip,19319,PA,Delaware County,Glen Mills,2022-02-28,6.8
6568,Zip,19320,PA,Chester County,Valley Township,2022-02-28,6.1
6569,Zip,19330,PA,Chester County,Londonderry Township,2022-02-28,6.4
6570,Zip,19333,PA,Chester County,Easttown Township,2022-02-28,5.5
6571,Zip,19335,PA,Chester County,East Brandywine Township,2022-02-28,5.9
6572,Zip,19341,PA,Chester County,Exton,2022-02-28,5.7
6573,Zip,19342,PA,Delaware County,Glen Mills,2022-02-28,5.7
6574,Zip,19343,PA,Chester County,Glenmoore,2022-02-28,5.9
6575,Zip,19344,PA,Chester County,Honey Brook Township,2022-02-28,6.0
6576,Zip,19348,PA,Chester County,East Marlborough Township,2022-02-28,5.3
6577,Zip,19350,PA,Chester County,New Garden Township,2022-02-28,5.8
6578,Zip,19352,PA,Chester County,New London Township,2022-02-28,5.4
6579,Zip,19355,PA,Chester County,Malvern,2022-02-28,5.3
6580,Zip,19362,PA,Chester County,West Nottingham Township,2022-02-28,5.8
6581,Zip,19363,PA,Chester County,East Nottingham Township,2022-02-28,6.0
6582,Zip,19365,PA,Chester County,Parkesburg,2022-02-28,5.8
6583,Zip,19367,PA,Chester County,Sadsbury Township,2022-02-28,5.2
6584,Zip,19372,PA,Chester County,Thorndale,2022-02-28,6.6
6585,Zip,19373,PA,Delaware County,Thornbury Township,2022-02-28,5.2
6586,Zip,19374,PA,Chester County,Toughkenamon,2022-02-28,6.9
6587,Zip,19380,PA,Chester County,West Chester,2022-02-28,5.8
6588,Zip,19382,PA,Chester County,West Chester,2022-02-28,5.6
6589,Zip,19390,PA,Chester County,Penn Township,2022-02-28,5.7
6590,Zip,19401,PA,Montgomery County,Norristown,2022-02-28,7.0
6591,Zip,19403,PA,Montgomery County,West Norriton,2022-02-28,6.6
6592,Zip,19405,PA,Montgomery County,Bridgeport,2022-02-28,6.6
6593,Zip,19406,PA,Montgomery County,King of Prussia,2022-02-28,7.2
6594,Zip,19421,PA,Chester County,East Vincent Township,2022-02-28,3.0
6595,Zip,19422,PA,Montgomery County,Whitpain Township,2022-02-28,6.1
6596,Zip,19423,PA,Montgomery County,Worcester Township,2022-02-28,6.6
6597,Zip,19425,PA,Chester County,Chester Springs,2022-02-28,5.4
6598,Zip,19426,PA,Montgomery County,Upper Providence Township,2022-02-28,6.2
6599,Zip,19428,PA,Montgomery County,Conshohocken,2022-02-28,6.8
6600,Zip,19430,PA,Montgomery County,Skippack Township,2022-02-28,6.5
6601,Zip,19435,PA,Montgomery County,New Hanover Township,2022-02-28,6.3
6602,Zip,19437,PA,Montgomery County,Lower Gwynedd Township,2022-02-28,5.8
6603,Zip,19438,PA,Montgomery County,Harleysville,2022-02-28,5.9
6604,Zip,19440,PA,Montgomery County,Hatfield Township,2022-02-28,6.1
6605,Zip,19442,PA,Chester County,East Pikeland Township,2022-02-28,5.4
6606,Zip,19444,PA,Montgomery County,Whitemarsh Township,2022-02-28,6.9
6607,Zip,19446,PA,Montgomery County,Lansdale,2022-02-28,6.4
6608,Zip,19450,PA,Montgomery County,Lower Salford Township,2022-02-28,6.0
6609,Zip,19453,PA,Montgomery County,Upper Providence Township,2022-02-28,8.1
6610,Zip,19454,PA,Montgomery County,North Wales,2022-02-28,6.4
6611,Zip,19456,PA,Montgomery County,Upper Providence Township,2022-02-28,5.1
6612,Zip,19460,PA,Chester County,Phoenixville,2022-02-28,5.3
6613,Zip,19462,PA,Montgomery County,Plymouth Township,2022-02-28,6.4
6614,Zip,19464,PA,Montgomery County,Pottstown,2022-02-28,6.7
6615,Zip,19465,PA,Chester County,North Coventry Township,2022-02-28,5.4
6616,Zip,19468,PA,Montgomery County,Limerick Township,2022-02-28,6.2
6617,Zip,19472,PA,Montgomery County,Douglass Township,2022-02-28,6.2
6618,Zip,19473,PA,Montgomery County,Perkiomen Township,2022-02-28,6.2
6619,Zip,19474,PA,Montgomery County,Skippack Township,2022-02-28,5.6
6620,Zip,19475,PA,Chester County,East Vincent Township,2022-02-28,5.1
6621,Zip,19477,PA,Montgomery County,Lower Gwynedd Township,2022-02-28,6.5
6622,Zip,19478,PA,Montgomery County,Spring Mount,2022-02-28,7.3
6623,Zip,19481,PA,Chester County,Schuylkill Township,2022-02-28,4.0
6624,Zip,19486,PA,Montgomery County,Upper Gwynedd Township,2022-02-28,6.6
6625,Zip,19490,PA,Montgomery County,Worcester Township,2022-02-28,6.4
6626,Zip,19492,PA,Montgomery County,Upper Frederick Township,2022-02-28,6.4
6627,Zip,19501,PA,Lancaster County,Adamstown,2022-02-28,6.6
6628,Zip,19503,PA,Berks County,Bally,2022-02-28,6.4
6629,Zip,19504,PA,Berks County,Washington Township,2022-02-28,6.3
6630,Zip,19505,PA,Berks County,Washington Township,2022-02-28,6.8
6631,Zip,19506,PA,Berks County,Jefferson Township,2022-02-28,5.8
6632,Zip,19507,PA,Berks County,Bethel Township,2022-02-28,6.4
6633,Zip,19508,PA,Berks County,Robeson Township,2022-02-28,6.3
6634,Zip,19510,PA,Berks County,Maidencreek Township,2022-02-28,5.9
6635,Zip,19512,PA,Berks County,Colebrookdale Township,2022-02-28,6.6
6636,Zip,19518,PA,Berks County,Amity Township,2022-02-28,6.5
6637,Zip,19520,PA,Chester County,Warwick Township,2022-02-28,6.0
6638,Zip,19522,PA,Berks County,Fleetwood,2022-02-28,5.9
6639,Zip,19523,PA,Berks County,Robeson Township,2022-02-28,8.1
6640,Zip,19525,PA,Montgomery County,New Hanover Township,2022-02-28,6.1
6641,Zip,19526,PA,Berks County,Hamburg,2022-02-28,6.6
6642,Zip,19529,PA,Berks County,Albany Township,2022-02-28,7.7
6643,Zip,19530,PA,Berks County,Kutztown,2022-02-28,6.2
6644,Zip,19533,PA,Berks County,Bern Township,2022-02-28,6.1
6645,Zip,19534,PA,Berks County,Greenwich Township,2022-02-28,6.7
6646,Zip,19535,PA,Berks County,Oley Township,2022-02-28,6.3
6647,Zip,19536,PA,Berks County,Lyons,2022-02-28,6.5
6648,Zip,19539,PA,Berks County,Longswamp Township,2022-02-28,6.7
6649,Zip,19540,PA,Berks County,Mohnton,2022-02-28,6.3
6650,Zip,19541,PA,Berks County,Centre Township,2022-02-28,6.1
6651,Zip,19543,PA,Berks County,Caernarvon Township,2022-02-28,6.6
6652,Zip,19544,PA,Berks County,Tulpehocken Township,2022-02-28,6.8
6653,Zip,19545,PA,Berks County,Colebrookdale Township,2022-02-28,7.7
6654,Zip,19547,PA,Berks County,Oley Township,2022-02-28,6.6
6655,Zip,19549,PA,Schuylkill County,West Brunswick Township,2022-02-28,2.2
6656,Zip,19550,PA,Berks County,Tulpehocken Township,2022-02-28,4.7
6657,Zip,19551,PA,Berks County,Robesonia,2022-02-28,6.4
6658,Zip,19554,PA,Berks County,Upper Bern Township,2022-02-28,9.4
6659,Zip,19555,PA,Berks County,Perry Township,2022-02-28,6.2
6660,Zip,19559,PA,Berks County,Strausstown,2022-02-28,5.5
6661,Zip,19560,PA,Berks County,Muhlenberg Township,2022-02-28,6.3
6662,Zip,19562,PA,Berks County,Topton,2022-02-28,6.7
6663,Zip,19564,PA,Berks County,Richmond Township,2022-02-28,7.9
6664,Zip,19565,PA,Berks County,Wernersville,2022-02-28,6.2
6665,Zip,19567,PA,Berks County,Womelsdorf,2022-02-28,6.4
6666,Zip,19601,PA,Berks County,Reading,2022-02-28,8.1
6667,Zip,19602,PA,Berks County,Reading,2022-02-28,8.8
6668,Zip,19604,PA,Berks County,Reading,2022-02-28,7.0
6669,Zip,19605,PA,Berks County,Muhlenberg Township,2022-02-28,6.6
6670,Zip,19606,PA,Berks County,Exeter Township,2022-02-28,6.5
6671,Zip,19607,PA,Berks County,Cumru Township,2022-02-28,6.3
6672,Zip,19608,PA,Berks County,Spring Township,2022-02-28,6.3
6673,Zip,19609,PA,Berks County,West Wyomissing,2022-02-28,6.3
6674,Zip,19610,PA,Berks County,Wyomissing,2022-02-28,6.4
6675,Zip,19611,PA,Berks County,Reading,2022-02-28,6.3
6676,Zip,19701,DE,New Castle County,Bear,2022-02-28,5.6
6677,Zip,19702,DE,New Castle County,Newark,2022-02-28,5.7
6678,Zip,19703,DE,New Castle County,Claymont,2022-02-28,5.3
6679,Zip,19706,DE,New Castle County,Delaware City,2022-02-28,6.2
6680,Zip,19707,DE,New Castle County,Hockessin,2022-02-28,4.9
6681,Zip,19709,DE,New Castle County,Middletown,2022-02-28,5.7
6682,Zip,19710,DE,New Castle County,Wilmington,2022-02-28,3.9
6683,Zip,19711,DE,New Castle County,Newark,2022-02-28,5.6
6684,Zip,19713,DE,New Castle County,Newark,2022-02-28,5.5
6685,Zip,19720,DE,New Castle County,New Castle,2022-02-28,5.9
6686,Zip,19730,DE,New Castle County,Odessa,2022-02-28,7.0
6687,Zip,19731,DE,New Castle County,Port Penn,2022-02-28,7.4
6688,Zip,19732,DE,New Castle County,Rockland,2022-02-28,6.0
6689,Zip,19733,DE,New Castle County,New Castle,2022-02-28,5.2
6690,Zip,19734,DE,New Castle County,Townsend,2022-02-28,5.5
6691,Zip,19736,DE,New Castle County,Hockessin,2022-02-28,4.1
6692,Zip,19801,DE,New Castle County,Wilmington,2022-02-28,6.6
6693,Zip,19802,DE,New Castle County,Wilmington,2022-02-28,6.3
6694,Zip,19803,DE,New Castle County,Wilmington,2022-02-28,5.6
6695,Zip,19804,DE,New Castle County,Newport,2022-02-28,5.9
6696,Zip,19805,DE,New Castle County,Wilmington,2022-02-28,6.2
6697,Zip,19806,DE,New Castle County,Wilmington,2022-02-28,5.6
6698,Zip,19807,DE,New Castle County,Wilmington,2022-02-28,4.7
6699,Zip,19808,DE,New Castle County,Wilmington,2022-02-28,5.4
6700,Zip,19809,DE,New Castle County,Wilmington,2022-02-28,6.2
6701,Zip,19810,DE,New Castle County,Arden,2022-02-28,6.3
6702,Zip,19901,DE,Kent County,Dover,2022-02-28,6.3
6703,Zip,19904,DE,Kent County,Dover,2022-02-28,6.2
6704,Zip,19930,DE,Sussex County,Bethany Beach,2022-02-28,4.7
6705,Zip,19931,DE,Sussex County,Bethel,2022-02-28,6.1
6706,Zip,19933,DE,Sussex County,Bridgeville,2022-02-28,3.6
6707,Zip,19934,DE,Kent County,Camden,2022-02-28,6.1
6708,Zip,19936,DE,Kent County,Cheswold,2022-02-28,8.5
6709,Zip,19938,DE,Kent County,Clayton,2022-02-28,6.3
6710,Zip,19939,DE,Sussex County,Dagsboro,2022-02-28,3.4
6711,Zip,19940,DE,Sussex County,Delmar,2022-02-28,4.8
6712,Zip,19941,DE,Sussex County,Ellendale,2022-02-28,2.2
6713,Zip,19943,DE,Kent County,Felton,2022-02-28,6.0
6714,Zip,19944,DE,Sussex County,Fenwick Island,2022-02-28,2.2
6715,Zip,19945,DE,Sussex County,Frankford,2022-02-28,4.6
6716,Zip,19946,DE,Kent County,Frederica,2022-02-28,6.7
6717,Zip,19947,DE,Sussex County,Georgetown,2022-02-28,3.5
6718,Zip,19950,DE,Sussex County,Greenwood,2022-02-28,2.7
6719,Zip,19951,DE,Sussex County,Harbeson,2022-02-28,3.6
6720,Zip,19952,DE,Kent County,Harrington,2022-02-28,5.8
6721,Zip,19953,DE,Kent County,Hartly,2022-02-28,6.2
6722,Zip,19954,DE,Kent County,Houston,2022-02-28,6.6
6723,Zip,19955,DE,Kent County,Kenton,2022-02-28,9.7
6724,Zip,19956,DE,Sussex County,Laurel,2022-02-28,3.3
6725,Zip,19958,DE,Sussex County,Lewes,2022-02-28,3.7
6726,Zip,19960,DE,Sussex County,Lincoln,2022-02-28,0.9
6727,Zip,19962,DE,Kent County,Magnolia,2022-02-28,6.3
6728,Zip,19963,DE,Sussex County,Milford,2022-02-28,3.0
6729,Zip,19964,DE,Kent County,Marydel,2022-02-28,5.8
6730,Zip,19966,DE,Sussex County,Millsboro,2022-02-28,3.7
6731,Zip,19967,DE,Sussex County,Ocean View,2022-02-28,5.0
6732,Zip,19968,DE,Sussex County,Milton,2022-02-28,3.8
6733,Zip,19970,DE,Sussex County,Ocean View,2022-02-28,4.6
6734,Zip,19971,DE,Sussex County,Rehoboth Beach,2022-02-28,3.7
6735,Zip,19973,DE,Sussex County,Seaford,2022-02-28,2.8
6736,Zip,19975,DE,Sussex County,Selbyville,2022-02-28,3.9
6737,Zip,19977,DE,Kent County,Smyrna,2022-02-28,6.2
6738,Zip,19979,DE,Kent County,Viola,2022-02-28,6.0
6739,Zip,19980,DE,Kent County,Woodside,2022-02-28,4.9
6740,Zip,20001,DC,District of Columbia,Washington,2022-02-28,3.8
6741,Zip,20002,DC,District of Columbia,Washington,2022-02-28,4.4
6742,Zip,20003,DC,District of Columbia,Washington,2022-02-28,4.5
6743,Zip,20004,DC,District of Columbia,Washington,2022-02-28,3.8
6744,Zip,20005,DC,District of Columbia,Washington,2022-02-28,3.6
6745,Zip,20006,DC,District of Columbia,Washington,2022-02-28,3.2
6746,Zip,20007,DC,District of Columbia,Washington,2022-02-28,4.7
6747,Zip,20008,DC,District of Columbia,Washington,2022-02-28,5.3
6748,Zip,20009,DC,District of Columbia,Washington,2022-02-28,3.9
6749,Zip,20010,DC,District of Columbia,Washington,2022-02-28,4.6
6750,Zip,20011,DC,District of Columbia,Washington,2022-02-28,4.9
6751,Zip,20012,DC,District of Columbia,Washington,2022-02-28,6.2
6752,Zip,20015,DC,District of Columbia,Washington,2022-02-28,6.8
6753,Zip,20016,DC,District of Columbia,Washington,2022-02-28,5.1
6754,Zip,20017,DC,District of Columbia,Washington,2022-02-28,4.3
6755,Zip,20018,DC,District of Columbia,Washington,2022-02-28,4.7
6756,Zip,20019,DC,District of Columbia,Washington,2022-02-28,6.2
6757,Zip,20020,DC,District of Columbia,Washington,2022-02-28,5.3
6758,Zip,20024,DC,District of Columbia,Washington,2022-02-28,4.5
6759,Zip,20032,DC,District of Columbia,Washington,2022-02-28,7.3
6760,Zip,20036,DC,District of Columbia,Washington,2022-02-28,3.9
6761,Zip,20037,DC,District of Columbia,Washington,2022-02-28,3.6
6762,Zip,20052,DC,District of Columbia,Washington,2022-02-28,5.3
6763,Zip,20105,VA,Loudoun County,Aldie,2022-02-28,7.8
6764,Zip,20106,VA,Culpeper County,Amissville,2022-02-28,5.3
6765,Zip,20109,VA,Prince William County,Manassas,2022-02-28,7.3
6766,Zip,20110,VA,Prince William County,Manassas,2022-02-28,9.0
6767,Zip,20111,VA,Manassas Park City,Manassas Park,2022-02-28,6.8
6768,Zip,20112,VA,Prince William County,Manassas,2022-02-28,7.5
6769,Zip,20115,VA,Fauquier County,Marshall,2022-02-28,7.3
6770,Zip,20117,VA,Loudoun County,Middleburg,2022-02-28,7.5
6771,Zip,20119,VA,Fauquier County,Catlett,2022-02-28,6.7
6772,Zip,20120,VA,Fairfax County,Centreville,2022-02-28,5.3
6773,Zip,20121,VA,Fairfax County,Centreville,2022-02-28,5.1
6774,Zip,20124,VA,Fairfax County,Clifton,2022-02-28,4.8
6775,Zip,20129,VA,Loudoun County,Leesburg,2022-02-28,7.7
6776,Zip,20130,VA,Clarke County,Bluemont,2022-02-28,5.5
6777,Zip,20132,VA,Loudoun County,Purcellville,2022-02-28,7.7
6778,Zip,20135,VA,Clarke County,Bluemont,2022-02-28,5.7
6779,Zip,20136,VA,Prince William County,Bristow,2022-02-28,7.6
6780,Zip,20137,VA,Fauquier County,Broad Run,2022-02-28,6.4
6781,Zip,20139,VA,Fauquier County,Catlett,2022-02-28,4.3
6782,Zip,20141,VA,Loudoun County,Round Hill,2022-02-28,7.5
6783,Zip,20143,VA,Prince William County,Catharpin,2022-02-28,8.0
6784,Zip,20144,VA,Fauquier County,Delaplane,2022-02-28,3.8
6785,Zip,20147,VA,Loudoun County,Ashburn,2022-02-28,7.3
6786,Zip,20148,VA,Loudoun County,Ashburn,2022-02-28,7.6
6787,Zip,20151,VA,Loudoun County,Chantilly,2022-02-28,5.2
6788,Zip,20152,VA,Loudoun County,Chantilly,2022-02-28,7.6
6789,Zip,20155,VA,Prince William County,Gainesville,2022-02-28,7.5
6790,Zip,20158,VA,Loudoun County,Hamilton,2022-02-28,7.6
6791,Zip,20164,VA,Loudoun County,Sterling,2022-02-28,7.7
6792,Zip,20165,VA,Loudoun County,Sterling,2022-02-28,7.6
6793,Zip,20166,VA,Loudoun County,Sterling,2022-02-28,7.3
6794,Zip,20169,VA,Prince William County,Haymarket,2022-02-28,7.6
6795,Zip,20170,VA,Fairfax County,Herndon,2022-02-28,5.2
6796,Zip,20171,VA,Fairfax County,Herndon,2022-02-28,5.1
6797,Zip,20175,VA,Loudoun County,Leesburg,2022-02-28,7.4
6798,Zip,20176,VA,Loudoun County,Leesburg,2022-02-28,7.6
6799,Zip,20180,VA,Loudoun County,Lovettsville,2022-02-28,7.2
6800,Zip,20181,VA,Prince William County,Nokesville,2022-02-28,7.1
6801,Zip,20184,VA,Fauquier County,Upperville,2022-02-28,5.6
6802,Zip,20186,VA,Fauquier County,Warrenton,2022-02-28,6.3
6803,Zip,20187,VA,Fauquier County,Warrenton,2022-02-28,6.4
6804,Zip,20190,VA,Fairfax County,Reston,2022-02-28,5.0
6805,Zip,20191,VA,Fairfax County,Reston,2022-02-28,5.1
6806,Zip,20194,VA,Fairfax County,Reston,2022-02-28,4.9
6807,Zip,20197,VA,Loudoun County,Waterford,2022-02-28,8.6
6808,Zip,20198,VA,Fauquier County,The Plains,2022-02-28,5.4
6809,Zip,20601,MD,Charles County,Waldorf,2022-02-28,7.3
6810,Zip,20602,MD,Charles County,Waldorf,2022-02-28,7.8
6811,Zip,20603,MD,Charles County,Waldorf,2022-02-28,7.4
6812,Zip,20606,MD,Saint Marys County,Abell,2022-02-28,4.9
6813,Zip,20607,MD,Prince Georges County,Accokeek,2022-02-28,7.2
6814,Zip,20608,MD,Prince Georges County,Eagle Harbor,2022-02-28,5.5
6815,Zip,20609,MD,Saint Marys County,Avenue,2022-02-28,5.8
6816,Zip,20611,MD,Charles County,Bel Alton,2022-02-28,8.0
6817,Zip,20612,MD,Charles County,Hughesville,2022-02-28,5.4
6818,Zip,20613,MD,Prince Georges County,Brandywine,2022-02-28,7.0
6819,Zip,20615,MD,Calvert County,Broomes Island,2022-02-28,8.4
6820,Zip,20616,MD,Charles County,Bryans Road,2022-02-28,6.9
6821,Zip,20617,MD,Charles County,Bryantown,2022-02-28,8.0
6822,Zip,20618,MD,Saint Marys County,Bushwood,2022-02-28,5.2
6823,Zip,20619,MD,Saint Marys County,California,2022-02-28,6.2
6824,Zip,20620,MD,Saint Marys County,Callaway,2022-02-28,6.6
